"","No_ofProducts","GenderID","TransactedProducts","HasFixedDeposit","HasActiveLoans","LoanHistory","ChurnStatus","Total_Deposits","Total_Deposits_per_day","Total_Deposits_per_week","Total_Deposits_per_month","Total_Deposits_per_year","Av_Deposits","No_Trx","WeekdayTrx","EndMonthTrxs","MidMonthTrxs","Transactions_per_day","Transactions_per_week","Transactions_per_month","Transactions_per_year","Total_Withdrawals","Max_Withdrawals","Av_Withdrawals","days_since_last_trx","LastDepositBalance"
"1077","2","M","2","1","Yes","Yes","Churn",5640,165.882352941176,1161.17647058824,4976.47058823529,60547.0588235294,564,10,10,0,10,0.294117647058824,2.05882352941176,8.82352941176471,107.352941176471,11756,5600,1175.6,414,0
"1078","2","F","2","1","No","Yes","Churn",16800,579.310344827586,4055.1724137931,17379.3103448276,211448.275862069,884.210526315789,19,16,0,19,0.655172413793103,4.58620689655172,19.6551724137931,239.137931034483,16760,5600,882.105263157895,417,0
"1079","2","M","2","1","No","Yes","Not_Churn",24480,102,714,3060,37230,941.538461538462,26,19,0,26,0.108333333333333,0.758333333333333,3.25,39.5416666666667,29552,5600,1136.61538461538,208,0
"1080","2","M","2","1","Yes","Yes","Not_Churn",5500,144.736842105263,1013.15789473684,4342.1052631579,52828.9473684211,785.714285714286,7,6,0,7,0.184210526315789,1.28947368421053,5.52631578947368,67.2368421052632,11550,5500,1650,164,0
"1081","2","F","2","1","Yes","Yes","Not_Churn",136692,308.559819413093,2159.91873589165,9256.79458239278,112624.334085779,1469.8064516129,93,70,3,90,0.209932279909707,1.46952595936795,6.2979683972912,76.6252821670429,136692,6160,1469.8064516129,5,0
"1082","2","M","2","1","Yes","Yes","Not_Churn",83700,589.43661971831,4126.05633802817,17683.0985915493,215144.366197183,1743.75,48,41,5,43,0.338028169014085,2.36619718309859,10.1408450704225,123.380281690141,83549.09,5600,1740.60604166667,306,0
"1083","2","M","2","1","Yes","Yes","Not_Churn",18640,270.144927536232,1891.01449275362,8104.34782608696,98602.8985507246,1165,16,7,0,16,0.231884057971014,1.6231884057971,6.95652173913044,84.6376811594203,23782.5,4675,1486.40625,133,0
"1084","2","M","2","1","No","Yes","Churn",4480,131.764705882353,922.352941176471,3952.94117647059,48094.1176470588,560,8,8,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,9408,4480,1176,413,0
"1085","2","M","2","1","Yes","Yes","Churn",4816,141.647058823529,991.529411764706,4249.41176470588,51701.1764705882,602,8,8,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,10113.6,4816,1264.2,413,0
"1086","1","M","1","1","NO","No","Churn",610,61,427,1830,22265,152.5,4,1,0,4,0.4,2.8,12,146,610,550,152.5,438,0
"1087","2","M","2","1","Yes","Yes","Not_Churn",55900,508.181818181818,3557.27272727273,15245.4545454545,185486.363636364,1270.45454545455,44,43,15,29,0.4,2.8,12,146,61950,5600,1407.95454545455,339,0
"1088","2","M","2","1","No","Yes","Churn",33600,560,3920,16800,204400,1680,20,10,0,20,0.333333333333333,2.33333333333333,10,121.666666666667,33600,5600,1680,387,0
"1089","2","M","2","1","Yes","Yes","Churn",5600,164.705882352941,1152.94117647059,4941.17647058824,60117.6470588235,700,8,8,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,11760,5600,1470,412,0
"1090","2","F","2","1","No","Yes","Not_Churn",14289,99.2291666666667,694.604166666667,2976.875,36218.6458333333,893.0625,16,5,0,16,0.111111111111111,0.777777777777778,3.33333333333333,40.5555555555556,14288,4480,893,300,0
"1091","2","F","2","1","Yes","Yes","Not_Churn",38810,87.0179372197309,609.125560538117,2610.53811659193,31761.5470852018,693.035714285714,56,52,3,53,0.125560538116592,0.878923766816143,3.76681614349776,45.8295964125561,40810,3080,728.75,2,0
"1092","2","M","2","1","Yes","Yes","Not_Churn",3240,8.59416445623342,60.159151193634,257.824933687003,3136.8700265252,294.545454545455,11,4,3,8,0.0291777188328912,0.204244031830239,0.875331564986737,10.6498673740053,5204,2240,473.090909090909,61,0
"1093","2","M","2","1","Yes","Yes","Not_Churn",40934.91,208.851581632653,1461.96107142857,6265.54744897959,76230.8272959184,1364.497,30,25,10,20,0.153061224489796,1.07142857142857,4.59183673469388,55.8673469387755,46394.91,6126,1546.497,5,0
"1094","2","M","2","1","Yes","Yes","Churn",5640,165.882352941176,1161.17647058824,4976.47058823529,60547.0588235294,433.846153846154,13,13,0,13,0.382352941176471,2.67647058823529,11.4705882352941,139.558823529412,11756,5600,904.307692307692,414,0
"1095","1","M","1","1","NO","No","Churn",200,25,175,750,9125,50,4,4,0,4,0.5,3.5,15,182.5,180,120,45,439,0
"1096","2","M","2","1","No","Yes","Churn",5630,165.588235294118,1159.11764705882,4967.64705882353,60439.7058823529,433.076923076923,13,10,0,13,0.382352941176471,2.67647058823529,11.4705882352941,139.558823529412,11757,5600,904.384615384615,415,0
"1097","1","F","1","1","NO","No","Churn",50,50,50,50,50,50,1,1,0,1,1,1,1,1,0,0,0,447,0
"1098","2","M","2","1","No","Yes","Churn",22440,277.037037037037,1939.25925925926,8311.11111111111,101118.518518519,1122,20,12,10,10,0.246913580246914,1.7283950617284,7.40740740740741,90.1234567901235,28556,5600,1427.8,368,0
"1099","2","M","2","1","Yes","Yes","Not_Churn",23100,271.764705882353,1902.35294117647,8152.94117647059,99194.1176470588,924,25,24,9,16,0.294117647058824,2.05882352941176,8.8235294117647,107.352941176471,26730,3300,1069.2,81,0
"1100","2","M","2","1","Yes","Yes","Not_Churn",188812,440.121212121212,3080.84848484848,13203.6363636364,160644.242424242,1339.09219858156,141,107,27,114,0.328671328671329,2.3006993006993,9.86013986013986,119.965034965035,194272,5600,1377.81560283688,17,0
"1101","2","M","2","1","No","Yes","Churn",5640,165.882352941176,1161.17647058824,4976.47058823529,60547.0588235294,564,10,10,0,10,0.294117647058824,2.05882352941176,8.82352941176471,107.352941176471,11756,5600,1175.6,415,0
"1102","2","M","2","1","NO","No","Not_Churn",4,4,4,4,4,1.33333333333333,3,3,0,3,3,3,3,3,2,2,0.666666666666667,209,2
"1103","2","M","2","1","Yes","Yes","Not_Churn",172810.91,508.267382352941,3557.87167647059,15248.0214705882,185517.594558824,1677.77582524272,103,78,23,80,0.302941176470588,2.12058823529412,9.08823529411765,110.573529411765,178860.91,6060,1736.51368932039,109,0
"1104","2","M","2","1","Yes","Yes","Not_Churn",23282.91,135.365755813953,947.560290697674,4060.9726744186,49408.500872093,1108.71,21,16,10,11,0.122093023255814,0.854651162790698,3.66279069767442,44.5639534883721,29298.91,6006,1395.18619047619,30,0
"1105","1","M","1","1","NO","No","Not_Churn",1000,500,3500,15000,182500,200,5,3,0,5,2.5,17.5,75,912.5,1000,940,200,100,0
"1106","2","M","2","1","Yes","Yes","Not_Churn",22048,324.235294117647,2269.64705882353,9727.05882352941,118345.882352941,1002.18181818182,22,13,2,20,0.323529411764706,2.26470588235294,9.70588235294118,118.088235294118,28045.2,5500,1274.78181818182,133,0
"1107","2","M","2","1","Yes","Yes","Not_Churn",38800,168.695652173913,1180.86956521739,5060.86956521739,61573.9130434783,1492.30769230769,26,23,16,10,0.11304347826087,0.791304347826087,3.39130434782609,41.2608695652174,44850,5600,1725,212,0
"1108","2","M","2","1","NO","No","Not_Churn",220,2.24489795918367,15.7142857142857,67.3469387755102,819.387755102041,31.4285714285714,7,7,0,7,0.0714285714285714,0.5,2.14285714285714,26.0714285714286,210,140,30,350,10
"1109","2","M","2","1","Yes","Yes","Not_Churn",209770,494.740566037736,3463.18396226415,14842.2169811321,180580.306603774,1531.16788321168,137,108,36,101,0.32311320754717,2.26179245283019,9.69339622641509,117.936320754717,215270,6127,1571.31386861314,24,0
"1110","1","F","1","1","NO","No","Churn",30,30,30,30,30,30,1,1,0,1,1,1,1,1,0,0,0,449,0
"1111","1","M","1","1","NO","No","Churn",150,21.4285714285714,150,642.857142857143,7821.42857142857,15,10,10,0,10,1.42857142857143,10,42.8571428571429,521.428571428571,122,50,12.2,439,0
"1112","2","F","2","1","NO","No","Churn",200,200,200,200,200,66.6666666666667,3,3,0,3,3,3,3,3,100,100,33.3333333333333,391,100
"1113","2","F","2","1","Yes","Yes","Not_Churn",9800,23.444976076555,164.114832535885,703.349282296651,8557.41626794258,280,35,32,3,32,0.0837320574162679,0.586124401913876,2.51196172248804,30.5622009569378,13860,5600,396,30,0
"1114","2","M","2","1","No","Yes","Not_Churn",69456.73,299.382456896552,2095.67719827586,8981.47370689655,109274.596767241,694.5673,100,91,39,61,0.431034482758621,3.01724137931034,12.9310344827586,157.327586206897,69456.55,7000,694.5655,216,0
"1115","2","M","2","1","No","Yes","Churn",2280,67.0588235294118,469.411764705882,2011.76470588235,24476.4705882353,228,10,10,0,10,0.294117647058824,2.05882352941176,8.82352941176471,107.352941176471,4700,2240,470,414,0
"1116","3","M","3","1","No","Yes","Not_Churn",75982,226.136904761905,1582.95833333333,6784.10714285714,82539.9702380952,703.537037037037,108,58,1,107,0.321428571428571,2.25,9.64285714285714,117.321428571429,77978.3,4510,722.021296296296,111,300
"1117","2","M","2","1","Yes","Yes","Not_Churn",72360,183.654822335025,1285.58375634518,5509.64467005076,67034.0101522843,1269.47368421053,57,48,12,45,0.144670050761421,1.01269035532995,4.34010152284264,52.8045685279188,77838,6000,1365.57894736842,54,0
"1118","2","M","2","1","Yes","Yes","Not_Churn",106172,238.053811659193,1666.37668161435,7141.61434977578,86889.6412556054,1658.9375,64,58,42,22,0.143497757847534,1.00448430493274,4.30493273542601,52.3766816143498,111601.09,6116,1743.76703125,2,0
"1119","3","M","3","1","Yes","Yes","Not_Churn",155430,450.521739130435,3153.65217391304,13515.652173913,164440.434782609,990,157,134,20,137,0.455072463768116,3.18550724637681,13.6521739130435,166.101449275362,159425,30000,1015.44585987261,104,0
"1120","1","M","1","1","NO","No","Churn",200,40,280,1200,14600,33.3333333333333,6,5,0,6,1.2,8.4,36,438,200,140,33.3333333333333,439,0
"1121","1","M","1","1","NO","No","Churn",100,100,100,100,100,100,1,1,0,1,1,1,1,1,0,0,0,448,0
"1122","1","F","1","1","NO","No","Not_Churn",10,10,10,10,10,10,1,1,0,1,1,1,1,1,0,0,0,352,0
"1123","2","M","2","1","Yes","Yes","Churn",5600,164.705882352941,1152.94117647059,4941.17647058824,60117.6470588235,700,8,8,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,11760,5600,1470,415,0
"1124","2","M","2","1","No","Yes","Not_Churn",24989.8,178.498571428571,1249.49,5354.95714285714,65151.9785714286,780.93125,32,29,3,29,0.228571428571429,1.6,6.85714285714286,83.4285714285714,24989.6,4268,780.925,308,0
"1125","1","M","1","1","NO","No","Churn",20,20,20,20,20,10,2,2,0,2,2,2,2,2,0,0,0,448,0
"1126","2","M","2","1","Yes","Yes","Not_Churn",4176,11.441095890411,80.0876712328767,343.232876712329,4176,321.230769230769,13,13,0,13,0.0356164383561644,0.249315068493151,1.06849315068493,13,7081.6,3136,544.738461538462,83,0
"1127","2","M","2","1","Yes","Yes","Not_Churn",8020,31.2062256809339,218.443579766537,936.186770428016,11390.2723735409,222.777777777778,36,29,6,30,0.140077821011673,0.980544747081712,4.20233463035019,51.1284046692607,9230,1120,256.388888888889,190,0
"1128","2","F","2","1","Yes","Yes","Not_Churn",72920,235.225806451613,1646.58064516129,7056.77419354839,85857.4193548387,1620.44444444444,45,45,0,45,0.145161290322581,1.01612903225806,4.35483870967742,52.9838709677419,78970,6160,1754.88888888889,138,0
"1129","2","M","2","1","Yes","Yes","Churn",5600,164.705882352941,1152.94117647059,4941.17647058824,60117.6470588235,700,8,8,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,11760,5600,1470,414,0
"1130","2","M","2","1","Yes","Yes","Churn",10534,309.823529411765,2168.76470588235,9294.70588235294,113085.588235294,658.375,16,16,0,16,0.470588235294118,3.29411764705882,14.1176470588235,171.764705882353,16656.6,5600,1041.0375,415,0
"1131","1","F","1","1","NO","No","Not_Churn",122,3.12820512820513,21.8974358974359,93.8461538461538,1141.79487179487,61,2,1,0,2,0.0512820512820513,0.358974358974359,1.53846153846154,18.7179487179487,0,0,0,224,0
"1132","2","M","2","1","No","Yes","Churn",16800,541.935483870968,3793.54838709677,16258.064516129,197806.451612903,1400,12,9,0,12,0.387096774193548,2.70967741935484,11.6129032258065,141.290322580645,16740,5600,1395,417,0
"1133","2","M","2","1","Yes","Yes","Not_Churn",22360,151.081081081081,1057.56756756757,4532.43243243243,55144.5945945946,1016.36363636364,22,15,10,12,0.148648648648649,1.04054054054054,4.45945945945946,54.2567567567568,28344,5600,1288.36363636364,282,0
"1134","2","F","2","1","NO","No","Churn",250,125,875,3750,45625,62.5,4,2,0,4,2,14,60,730,100,100,25,445,100
"1135","2","F","2","1","NO","No","Churn",200,100,700,3000,36500,66.6666666666667,3,1,0,3,1.5,10.5,45,547.5,100,100,33.3333333333333,445,100
"1136","2","M","2","1","No","Yes","Not_Churn",8224,18.9057471264368,132.340229885057,567.172413793103,6900.59770114943,328.96,25,21,8,17,0.0574712643678161,0.402298850574713,1.72413793103448,20.9770114942529,10384,3920,415.36,12,0
"1137","2","M","2","1","No","Yes","Not_Churn",30295,92.3628048780488,646.539634146342,2770.88414634146,33712.4237804878,1514.75,20,20,3,17,0.0609756097560976,0.426829268292683,1.82926829268293,22.2560975609756,30295,6160,1514.75,120,0
"1138","2","M","2","1","Yes","Yes","Not_Churn",27772,188.925170068027,1322.47619047619,5667.75510204082,68957.6870748299,750.594594594595,37,34,8,29,0.251700680272109,1.76190476190476,7.55102040816326,91.8707482993197,33337.12,5931.2,901.003243243243,55,0
"1139","2","M","2","1","Yes","Yes","Not_Churn",40964,179.666666666667,1257.66666666667,5390,65578.3333333333,1107.13513513514,37,30,1,36,0.162280701754386,1.1359649122807,4.86842105263158,59.2324561403509,46970,6116,1269.45945945946,219,0
"1140","2","M","2","1","No","Yes","Not_Churn",50400,519.587628865979,3637.11340206186,15587.6288659794,189649.484536082,1680,30,30,0,30,0.309278350515464,2.16494845360825,9.27835051546392,112.886597938144,50400,5600,1680,350,0
"1141","2","F","2","1","No","Yes","Churn",3954,116.294117647059,814.058823529412,3488.82352941176,42447.3529411765,329.5,12,10,0,12,0.352941176470588,2.47058823529412,10.5882352941176,128.823529411765,8228.6,3920,685.716666666667,413,0
"1142","2","M","2","1","No","Yes","Not_Churn",17873,54.9938461538462,384.956923076923,1649.81538461538,20072.7538461538,1374.84615384615,13,13,3,10,0.04,0.28,1.2,14.6,17872,6116,1374.76923076923,124,0
"1143","2","M","2","1","No","Yes","Churn",5640,165.882352941176,1161.17647058824,4976.47058823529,60547.0588235294,564,10,10,0,10,0.294117647058824,2.05882352941176,8.82352941176471,107.352941176471,11756,5600,1175.6,414,0
"1144","1","M","1","1","NO","No","Churn",150,75,525,2250,27375,30,5,5,0,5,2.5,17.5,75,912.5,150,90,30,446,0
"1145","3","M","3","1","No","Yes","Not_Churn",155390,877.909604519774,6145.36723163842,26337.2881355932,320437.005649718,1601.9587628866,97,41,31,66,0.548022598870056,3.8361581920904,16.4406779661017,200.028248587571,161396,5500,1663.87628865979,22,0
"1146","2","F","2","1","No","Yes","Not_Churn",17752,46.2291666666667,323.604166666667,1386.875,16873.6458333333,1365.53846153846,13,13,3,10,0.0338541666666667,0.236979166666667,1.015625,12.3567708333333,17752,6006,1365.53846153846,64,0
"1147","2","M","2","1","Yes","Yes","Churn",5600,164.705882352941,1152.94117647059,4941.17647058824,60117.6470588235,700,8,0,0,8,0.235294117647059,1.64705882352941,7.05882352941176,85.8823529411765,11760,5600,1470,410,0
"1148","2","F","2","1","No","Yes","Not_Churn",23094,150.941176470588,1056.58823529412,4528.23529411765,55093.5294117647,855.333333333333,27,27,0,27,0.176470588235294,1.23529411764706,5.29411764705882,64.4117647058823,29102.2,5600,1077.85925925926,295,0
"1149","2","M","2","1","Yes","Yes","Not_Churn",3115,81.9736842105263,573.815789473684,2459.21052631579,29920.3947368421,346.111111111111,9,6,0,9,0.236842105263158,1.65789473684211,7.10526315789474,86.4473684210526,6343.5,3025,704.833333333333,164,0
"1150","2","M","2","1","No","Yes","Not_Churn",55000,291.005291005291,2037.03703703704,8730.15873015873,106216.931216931,1410.25641025641,39,33,9,30,0.206349206349206,1.44444444444444,6.19047619047619,75.3174603174603,60460,5500,1550.25641025641,7,0
"1151","2","M","2","1","Yes","Yes","Not_Churn",121266,277.496567505721,1942.47597254005,8324.89702517163,101286.247139588,777.346153846154,156,116,10,146,0.356979405034325,2.49885583524027,10.7093821510297,130.297482837529,124040.2,2912,795.129487179487,12,0
"1152","2","M","2","0","NO","No","Not_Churn",3006.98,88.4405882352941,619.084117647059,2653.21764705882,32280.8147058824,176.881176470588,17,11,3,14,0.5,3.5,15,182.5,2961.04,900,174.178823529412,57,0
"1153","2","M","2","1","No","Yes","Not_Churn",34676,78.0990990990991,546.693693693694,2342.97297297297,28506.1711711712,1083.625,32,19,3,29,0.0720720720720721,0.504504504504504,2.16216216216216,26.3063063063063,34672,6116,1083.5,4,0
"1154","2","F","2","1","Yes","Yes","Not_Churn",39160,425.652173913043,2979.5652173913,12769.5652173913,155363.043478261,1305.33333333333,30,20,0,30,0.326086956521739,2.28260869565217,9.78260869565217,119.021739130435,45320,5600,1510.66666666667,355,0
"1155","2","M","2","1","Yes","Yes","Not_Churn",46460,109.317647058824,765.223529411765,3279.52941176471,39900.9411764706,422.363636363636,110,75,3,107,0.258823529411765,1.81176470588235,7.76470588235294,94.4705882352941,49240,5600,447.636363636364,23,0
"1156","2","F","2","1","Yes","Yes","Not_Churn",228918,531.132250580046,3717.92575406032,15933.9675174014,193863.271461717,1670.93430656934,137,92,13,124,0.317865429234339,2.22505800464037,9.53596287703016,116.020881670534,234418,6160,1711.0802919708,17,0
"1157","2","F","2","1","NO","No","Not_Churn",110,1.20879120879121,8.46153846153846,36.2637362637363,441.208791208791,12.2222222222222,9,9,5,4,0.0989010989010989,0.692307692307692,2.96703296703297,36.0989010989011,40,20,4.44444444444444,309,10
"1158","1","M","1","1","NO","No","Not_Churn",500,250,1750,7500,91250,71.4285714285714,7,7,4,3,3.5,24.5,105,1277.5,440,200,62.8571428571429,90,0
"1159","2","F","2","1","NO","No","Churn",200,8,56,240,2920,66.6666666666667,3,1,0,3,0.12,0.84,3.6,43.8,100,100,33.3333333333333,417,100
"1160","2","M","2","1","Yes","Yes","Not_Churn",5500,144.736842105263,1013.15789473684,4342.1052631579,52828.9473684211,785.714285714286,7,6,0,7,0.184210526315789,1.28947368421053,5.52631578947368,67.2368421052632,11550,5500,1650,164,0
"1161","1","F","1","1","Yes","Yes","Not_Churn",1100,366.666666666667,2566.66666666667,11000,133833.333333333,220,5,2,0,5,1.66666666666667,11.6666666666667,50,608.333333333333,1060,1000,212,115,0
"1162","1","M","1","1","NO","No","Not_Churn",1087,3.34461538461538,23.4123076923077,100.338461538462,1220.78461538462,40.2592592592593,27,23,2,25,0.0830769230769231,0.581538461538462,2.49230769230769,30.3230769230769,1020,700,37.7777777777778,113,0
