"","No_ofProducts","GenderID","TransactedProducts","HasFixedDeposit","HasActiveLoans","LoanHistory","ChurnStatus","Total_Deposits","Total_Deposits_per_day","Total_Deposits_per_week","Total_Deposits_per_month","Total_Deposits_per_year","Av_Deposits","No_Trx","WeekdayTrx","EndMonthTrxs","MidMonthTrxs","Transactions_per_day","Transactions_per_week","Transactions_per_month","Transactions_per_year","Total_Withdrawals","Max_Withdrawals","Av_Withdrawals","days_since_last_trx","LastDepositBalance"
"4391","2","M","2","1","No","Yes","Churn",13529.65,66.9784653465347,468.849257425743,2009.35396039604,24447.1398514852,614.984090909091,22,12,8,14,0.108910891089109,0.762376237623762,3.26732673267327,39.7524752475248,13529.2,2294.05,614.963636363636,565,0
"4392","2","M","2","1","NO","No","Churn",150,150,150,150,150,25,6,6,0,6,6,6,6,6,150,50,25,681,0
"4393","1","M","1","1","NO","No","Not_Churn",18,0.0494505494505494,0.346153846153846,1.48351648351648,18.0494505494505,4.5,4,4,1,3,0.010989010989011,0.0769230769230769,0.32967032967033,4.01098901098901,9,9,2.25,327,0
"4394","2","M","2","1","Yes","Yes","Not_Churn",10230.5,52.7345360824742,369.14175257732,1582.03608247423,19248.1056701031,393.480769230769,26,22,3,23,0.134020618556701,0.938144329896907,4.02061855670103,48.9175257731959,10230,1182.5,393.461538461538,72,0
"4395","1","F","1","1","NO","No","Not_Churn",40828.39,59.6906286549708,417.834400584795,1790.71885964912,21787.0794590643,491.908313253012,83,66,61,22,0.121345029239766,0.849415204678363,3.64035087719298,44.2909356725146,39582.75,9000,476.900602409639,0,0
"4396","1","M","1","1","NO","No","Not_Churn",50,50,50,50,50,50,1,1,0,1,1,1,1,1,0,0,0,12,0
"4397","2","M","2","1","Yes","Yes","Churn",2120,35.9322033898305,251.525423728814,1077.96610169492,13115.2542372881,302.857142857143,7,6,3,4,0.11864406779661,0.830508474576271,3.55932203389831,43.3050847457627,2249,1120,321.285714285714,487,0
"4398","3","M","3","1","Yes","Yes","Not_Churn",8009,19.2062350119904,134.443645083933,576.187050359712,7010.2757793765,228.828571428571,35,20,6,29,0.0839328537170264,0.587529976019185,2.51798561151079,30.6354916067146,9191.5,1204,262.614285714286,329,0
"4399","1","M","1","1","NO","No","Churn",14,0.130841121495327,0.91588785046729,3.92523364485981,47.7570093457944,3.5,4,3,3,1,0.0373831775700935,0.261682242990654,1.1214953271028,13.6448598130841,14,7,3.5,582,0
"4400","1","M","1","1","NO","No","Not_Churn",2000.16,8.47525423728814,59.3267796610169,254.257627118644,3093.46779661017,142.868571428571,14,11,9,5,0.0593220338983051,0.415254237288136,1.77966101694915,21.6525423728814,1900.01,1000,135.715,0,0
"4401","1","M","1","1","NO","No","Churn",100,7.69230769230769,53.8461538461538,230.769230769231,2807.69230769231,50,2,1,1,1,0.153846153846154,1.07692307692308,4.61538461538461,56.1538461538462,100,100,50,754,0
"4402","3","M","3","1","Yes","Yes","Churn",35165.53,114.545700325733,801.81990228013,3436.37100977199,41809.1806188925,495.289154929577,71,35,23,48,0.231270358306189,1.61889250814332,6.93811074918567,84.413680781759,37104.81,2150,522.602957746479,460,0
"4403","2","M","2","1","NO","No","Not_Churn",17.25,0.0226973684210526,0.158881578947368,0.680921052631579,8.28453947368421,0.325471698113208,53,34,50,3,0.0697368421052632,0.488157894736842,2.09210526315789,25.4539473684211,8.25,8,0.155660377358491,0,9
"4404","1","M","1","1","NO","No","Churn",3,3,3,3,3,3,1,0,1,0,1,1,1,1,0,0,0,767,0
"4405","1","M","1","1","NO","No","Churn",13314,51.6046511627907,361.232558139535,1548.13953488372,18835.6976744186,184.916666666667,72,55,25,47,0.27906976744186,1.95348837209302,8.37209302325581,101.860465116279,13314,2000,184.916666666667,447,0
"4406","1","F","1","1","NO","No","Churn",203,5.8,40.6,174,2117,50.75,4,1,4,0,0.114285714285714,0.8,3.42857142857143,41.7142857142857,203,200,50.75,732,0
"4407","1","M","1","1","NO","No","Not_Churn",1455.26,1.9072870249017,13.3510091743119,57.2186107470511,696.159764089122,29.1052,50,35,47,3,0.0655307994757536,0.458715596330275,1.96592398427261,23.9187418086501,100.69,100,2.0138,0,0
"4408","1","M","1","1","NO","No","Churn",150,150,150,150,150,75,2,2,2,0,2,2,2,2,150,150,75,763,0
"4409","2","M","2","1","NO","No","Not_Churn",446.32,0.910857142857143,6.376,27.3257142857143,332.462857142857,16.5303703703704,27,21,26,1,0.0551020408163265,0.385714285714286,1.6530612244898,20.1122448979592,442,150,16.3703703703704,0,4.32
"4410","2","M","2","1","NO","No","Not_Churn",107.33,0.193039568345324,1.35127697841727,5.79118705035971,70.4594424460432,2.55547619047619,42,26,36,6,0.0755395683453237,0.528776978417266,2.26618705035971,27.5719424460432,54.81,50,1.305,0,52.52
"4411","1","M","1","1","NO","No","Churn",8,8,8,8,8,8,1,0,1,0,1,1,1,1,0,0,0,766,0
"4412","1","M","1","1","NO","No","Churn",103,0.299418604651163,2.09593023255814,8.98255813953488,109.287790697674,25.75,4,4,3,1,0.0116279069767442,0.0813953488372093,0.348837209302326,4.24418604651163,103,100,25.75,421,0
"4413","1","M","1","1","NO","No","Churn",220,0.814814814814815,5.7037037037037,24.4444444444444,297.407407407407,55,4,4,1,3,0.0148148148148148,0.103703703703704,0.444444444444444,5.40740740740741,220,200,55,439,0
"4414","2","M","2","1","No","Yes","Not_Churn",6826,32.1981132075472,225.38679245283,965.943396226415,11752.3113207547,401.529411764706,17,16,2,15,0.080188679245283,0.561320754716981,2.40566037735849,29.2688679245283,6826,2240,401.529411764706,328,0
"4415","3","M","3","1","Yes","Yes","Churn",8483.8,38.9165137614679,272.415596330275,1167.49541284404,14204.5275229358,124.761764705882,68,45,28,40,0.311926605504587,2.18348623853211,9.35779816513761,113.853211009174,9497.84,1120,139.674117647059,487,0
"4416","2","M","2","1","NO","No","Not_Churn",4806.66,6.28321568627451,43.9825098039216,188.496470588235,2293.3737254902,109.242272727273,44,37,25,19,0.057516339869281,0.402614379084967,1.72549019607843,20.9934640522876,4715.32,1500,107.166363636364,0,0.15
"4417","2","M","2","1","NO","No","Not_Churn",6.5,0.00850785340314136,0.0595549738219895,0.255235602094241,3.1053664921466,0.232142857142857,28,20,28,0,0.0366492146596859,0.256544502617801,1.09947643979058,13.3769633507853,3,3,0.107142857142857,0,3.5
"4418","2","M","2","1","NO","No","Not_Churn",17.24,0.022774108322325,0.159418758256275,0.683223249669749,8.31254953764861,0.325283018867925,53,37,50,3,0.0700132100396301,0.490092470277411,2.1003963011889,25.554821664465,8.25,8,0.155660377358491,0,8.99
"4419","2","M","2","1","Yes","Yes","Churn",13104,344.842105263158,2413.8947368421,10345.2631578947,125867.368421053,936,14,14,0,14,0.368421052631579,2.57894736842105,11.0526315789474,134.473684210526,23940,10080,1710,719,0
"4420","1","M","1","1","NO","No","Not_Churn",50,50,50,50,50,25,2,2,0,2,2,2,2,2,50,50,25,253,0
"4421","2","M","2","1","Yes","Yes","Churn",176611.96,905.702358974359,6339.91651282051,27171.0707692308,330581.361025641,3153.785,56,30,17,39,0.287179487179487,2.01025641025641,8.61538461538461,104.820512820513,194771.85,17528,3478.06875,569,0
"4422","1","M","1","1","NO","No","Churn",200,33.3333333333333,233.333333333333,1000,12166.6666666667,66.6666666666667,3,2,2,1,0.5,3.5,15,182.5,200,200,66.6666666666667,759,0
"4423","1","M","1","1","NO","No","Churn",100,20,140,600,7300,50,2,1,0,2,0.4,2.8,12,146,100,100,50,753,0
"4424","3","M","3","1","No","Yes","Churn",42994.65,398.098611111111,2786.69027777778,11942.9583333333,145305.993055556,934.666304347826,46,31,11,35,0.425925925925926,2.98148148148148,12.7777777777778,155.462962962963,42992.84,4050,934.626956521739,656,0
"4425","2","M","2","1","NO","No","Churn",1000,71.4285714285714,500,2142.85714285714,26071.4285714286,125,8,8,2,6,0.571428571428571,4,17.1428571428571,208.571428571429,1000,400,125,736,0
"4426","1","M","1","1","NO","No","Churn",486,18.6923076923077,130.846153846154,560.769230769231,6822.69230769231,54,9,6,5,4,0.346153846153846,2.42307692307692,10.3846153846154,126.346153846154,486,464,54,739,0
"4427","2","M","2","1","Yes","Yes","Churn",4928,158.967741935484,1112.77419354839,4769.03225806452,58023.2258064516,821.333333333333,6,6,6,0,0.193548387096774,1.35483870967742,5.80645161290323,70.6451612903226,10225.6,4928,1704.26666666667,733,0
"4428","2","M","2","1","No","Yes","Not_Churn",300482.08,506.715143338954,3547.00600337268,15201.4543001686,184951.027318718,2131.07858156028,141,125,23,118,0.237774030354132,1.66441821247892,7.13322091062395,86.787521079258,301207.71,8126.9,2136.22489361702,171,0
"4429","2","M","2","1","Yes","Yes","Churn",83968,297.758865248227,2084.31205673759,8932.76595744681,108681.985815603,1011.66265060241,83,64,35,48,0.294326241134752,2.06028368794326,8.82978723404255,107.429078014184,87490.08,3304,1054.09734939759,482,0
"4430","2","M","2","1","Yes","Yes","Not_Churn",184628.8,296.354414125201,2074.4808988764,8890.63242375602,108169.361155698,2755.65373134328,67,55,22,45,0.107544141252006,0.752808988764045,3.22632423756019,39.2536115569823,188881.2,9752.4,2819.1223880597,140,0
"4431","1","M","1","1","NO","No","Churn",20606.93,53.9448429319372,377.61390052356,1618.34528795812,19689.8676701571,267.622467532468,77,54,22,55,0.201570680628272,1.41099476439791,6.04712041884817,73.5732984293194,20606.14,2050,267.612207792208,381,0
"4432","2","M","2","1","Yes","Yes","Churn",15680,257.049180327869,1799.34426229508,7711.47540983607,93822.9508196721,1120,14,13,14,0,0.229508196721311,1.60655737704918,6.88524590163934,83.7704918032787,21700,5600,1550,703,0
"4433","4","M","4","1","Yes","Yes","Not_Churn",57607.28,130.628752834467,914.40126984127,3918.86258503401,47679.4947845805,533.400740740741,108,86,22,86,0.244897959183673,1.71428571428571,7.3469387755102,89.3877551020408,59234.75,2036.99,548.469907407407,323,0
"4434","2","M","2","1","Yes","Yes","Not_Churn",114017.84,154.078162162162,1078.54713513514,4622.34486486486,56238.5291891892,770.390810810811,148,109,50,98,0.2,1.4,6,73,116162.84,2347.8,784.884054054054,22,0
"4435","3","M","3","1","Yes","Yes","Churn",15775.2,164.325,1150.275,4929.75,59978.625,463.976470588235,34,25,28,6,0.354166666666667,2.47916666666667,10.625,129.270833333333,17581.2,1680,517.094117647059,668,0
"4436","3","M","3","1","Yes","Yes","Not_Churn",134875.1,178.879442970822,1252.15610079576,5366.38328912467,65290.9966843501,1272.40660377358,106,57,38,68,0.140583554376658,0.984084880636605,4.21750663129973,51.3129973474801,139055.1,4556.28,1311.84056603774,10,0
"4437","2","M","2","1","NO","No","Not_Churn",4.23,0.00618421052631579,0.0432894736842105,0.185526315789474,2.25723684210526,0.162692307692308,26,19,23,3,0.0380116959064327,0.266081871345029,1.14035087719298,13.874269005848,2,2,0.0769230769230769,0,2.23
"4438","3","M","3","1","Yes","Yes","Churn",38186.29,238.6643125,1670.6501875,7159.929375,87112.4740625,707.153518518518,54,42,27,27,0.3375,2.3625,10.125,123.1875,41136.09,2945.12,761.779444444444,604,0
"4439","2","M","2","1","NO","No","Churn",3240,810,5670,24300,295650,180,18,12,0,18,4.5,31.5,135,1642.5,3240,900,180,739,0
"4440","1","M","1","1","NO","No","Churn",9,4.5,31.5,135,1642.5,4.5,2,2,2,0,1,7,30,365,9,9,4.5,735,0
"4441","1","M","1","1","NO","No","Churn",270,1.50837988826816,10.5586592178771,45.2513966480447,550.558659217877,54,5,4,2,3,0.0279329608938547,0.195530726256983,0.837988826815642,10.195530726257,270,200,54,552,0
"4442","1","M","1","1","NO","No","Not_Churn",3,3,3,3,3,1.5,2,2,2,0,2,2,2,2,3,3,1.5,92,0
"4443","2","M","2","0","NO","No","Churn",300991.22,1635.82184782609,11450.7529347826,49074.6554347826,597074.974456522,2640.27385964912,114,93,61,53,0.619565217391304,4.33695652173913,18.5869565217391,226.141304347826,300990.34,70000,2640.26614035088,580,0
"4444","1","M","1","1","NO","No","Not_Churn",550.48,0.73889932885906,5.17229530201342,22.1669798657718,269.698255033557,17.2025,32,21,28,4,0.0429530201342282,0.300671140939597,1.28859060402685,15.6778523489933,520.04,400,16.25125,0,0
"4445","1","M","1","1","NO","No","Churn",14,0.184210526315789,1.28947368421053,5.52631578947368,67.2368421052632,3.5,4,2,0,4,0.0526315789473684,0.368421052631579,1.57894736842105,19.2105263157895,14,8,3.5,684,0
"4446","2","M","2","1","NO","No","Churn",3111.52,135.28347826087,946.984347826087,4058.50434782609,49378.4695652174,97.235,32,12,14,18,1.39130434782609,9.73913043478261,41.7391304347826,507.826086956522,3111.08,1017,97.22125,684,0.44
"4447","1","M","1","1","NO","No","Churn",10,10,10,10,10,10,1,0,0,1,1,1,1,1,0,0,0,410,0
"4448","2","M","2","1","No","Yes","Not_Churn",29276,49.0385259631491,343.269681742044,1471.15577889447,17899.0619765494,650.577777777778,45,38,12,33,0.0753768844221105,0.527638190954774,2.26130653266332,27.5125628140703,29864.6,2534.85,663.657777777778,0,0
"4449","4","M","4","1","Yes","Yes","Not_Churn",102561.7,137.666711409396,963.666979865772,4130.00134228188,50248.3496644295,589.435057471264,174,140,67,107,0.233557046979866,1.63489932885906,7.00671140939597,85.248322147651,104541.7,2167.2,600.814367816092,16,0
"4450","2","M","2","1","Yes","Yes","Churn",560,18.0645161290323,126.451612903226,541.935483870968,6593.54838709677,93.3333333333333,6,5,6,0,0.193548387096774,1.35483870967742,5.80645161290323,70.6451612903226,1162,560,193.666666666667,732,0
"4451","2","M","2","1","Yes","Yes","Churn",19606.8,1307.12,9149.84,39213.6,477098.8,2450.85,8,8,5,3,0.533333333333333,3.73333333333333,16,194.666666666667,39878.94,19456.8,4984.8675,748,0
"4452","2","M","2","1","NO","No","Not_Churn",17.25,0.022608125819135,0.158256880733945,0.67824377457405,8.25196592398427,0.325471698113208,53,37,53,0,0.0694626474442988,0.486238532110092,2.08387942332896,25.3538663171691,8.25,8,0.155660377358491,0,9
"4453","2","M","2","1","Yes","Yes","Churn",1904,61.4193548387097,429.935483870968,1842.58064516129,22418.064516129,317.333333333333,6,6,0,6,0.193548387096774,1.35483870967742,5.80645161290323,70.6451612903226,3950.8,1904,658.466666666667,559,0
"4454","2","M","2","1","Yes","Yes","Churn",158768.04,458.867167630058,3212.0701734104,13766.0150289017,167486.516184971,2236.16957746479,71,54,7,64,0.205202312138728,1.4364161849711,6.15606936416185,74.8988439306358,167181.06,8344,2354.66281690141,417,0
"4455","3","M","3","1","Yes","Yes","Not_Churn",10282,22.4989059080963,157.492341356674,674.967177242888,8212.10065645514,302.411764705882,34,23,1,33,0.074398249452954,0.520787746170678,2.23194748358862,27.1553610503282,10344.48,1204,304.249411764706,99,0
"4456","1","M","1","1","NO","No","Churn",9,9,9,9,9,9,1,1,0,1,1,1,1,1,0,0,0,538,0
"4457","1","M","1","1","NO","No","Churn",10,0.0574712643678161,0.402298850574713,1.72413793103448,20.9770114942529,2.5,4,3,1,3,0.0229885057471264,0.160919540229885,0.689655172413793,8.39080459770115,10,5,2.5,589,0
"4458","2","M","2","1","NO","No","Not_Churn",10.56,0.0187234042553192,0.131063829787234,0.561702127659575,6.83404255319149,0.48,22,14,19,3,0.0390070921985816,0.273049645390071,1.17021276595745,14.2375886524823,5,5,0.227272727272727,0,5.56
"4459","2","M","2","1","Yes","Yes","Churn",2576,83.0967741935484,581.677419354839,2492.90322580645,30330.3225806452,429.333333333333,6,5,6,0,0.193548387096774,1.35483870967742,5.80645161290323,70.6451612903226,5345.2,2576,890.866666666667,732,0
"4460","1","M","1","1","NO","No","Not_Churn",601.15,0.8502828854314,5.9519801980198,25.508486562942,310.353253182461,12.023,50,36,49,1,0.0707213578500707,0.495049504950495,2.12164073550212,25.8132956152758,300.23,300,6.0046,0,0
"4461","1","M","1","1","NO","No","Churn",6529.88,59.9071559633028,419.350091743119,1797.21467889908,21866.1119266055,176.483243243243,37,28,10,27,0.339449541284404,2.37614678899083,10.1834862385321,123.899082568807,6529.13,2700,176.462972972973,646,0
"4462","1","M","1","1","NO","No","Churn",6,6,6,6,6,6,1,1,1,0,1,1,1,1,0,0,0,733,0
"4463","1","M","1","1","NO","No","Churn",5,0.0757575757575758,0.53030303030303,2.27272727272727,27.6515151515152,2.5,2,1,1,1,0.0303030303030303,0.212121212121212,0.909090909090909,11.0606060606061,5,5,2.5,697,0
"4464","2","M","2","1","Yes","Yes","Churn",3360,108.387096774194,758.709677419355,3251.61290322581,39561.2903225806,560,6,6,6,0,0.193548387096774,1.35483870967742,5.80645161290323,70.6451612903226,6972,3360,1162,524,0
"4465","1","M","1","1","NO","No","Churn",5795.01,241.45875,1690.21125,7243.7625,88132.44375,362.188125,16,12,8,8,0.666666666666667,4.66666666666667,20,243.333333333333,5795,1995,362.1875,739,0
"4466","2","M","2","1","NO","No","Churn",400.04,6.15446153846154,43.0812307692308,184.633846153846,2246.37846153846,30.7723076923077,13,9,6,7,0.2,1.4,6,73,400.01,100,30.77,697,0.03
"4467","2","M","2","1","Yes","Yes","Churn",3472,112,784,3360,40880,496,7,7,0,7,0.225806451612903,1.58064516129032,6.7741935483871,82.4193548387097,7204.4,3472,1029.2,527,0
"4468","2","M","2","1","No","Yes","Not_Churn",1100,1100,1100,1100,1100,275,4,4,0,4,4,4,4,4,2200,1100,550,20,0
"4469","2","M","2","1","NO","No","Not_Churn",33.25,0.0436351706036745,0.305446194225722,1.30905511811024,15.9268372703412,0.604545454545454,55,38,53,2,0.0721784776902887,0.505249343832021,2.16535433070866,26.3451443569554,24.25,16,0.440909090909091,0,9
"4470","1","M","1","1","NO","No","Churn",300,10,70,300,3650,42.8571428571429,7,7,0,7,0.233333333333333,1.63333333333333,7,85.1666666666667,300,120,42.8571428571429,719,0
"4471","1","M","1","1","NO","No","Not_Churn",599,1.31938325991189,9.23568281938326,39.5814977973568,481.574889867841,66.5555555555556,9,9,8,1,0.0198237885462555,0.138766519823789,0.594713656387665,7.23568281938326,599,500,66.5555555555556,308,0
"4472","2","M","2","1","NO","No","Not_Churn",6.5,0.00853018372703412,0.0597112860892388,0.255905511811024,3.11351706036745,0.232142857142857,28,20,28,0,0.036745406824147,0.257217847769029,1.10236220472441,13.4120734908136,3,3,0.107142857142857,0,3.5
"4473","2","M","2","1","No","Yes","Not_Churn",16118.6,35.9790178571429,251.853125,1079.37053571429,13132.3415178571,519.954838709677,31,20,3,28,0.0691964285714286,0.484375,2.07589285714286,25.2566964285714,16094.8,1866.2,519.187096774194,311,0
"4474","2","M","2","0","NO","No","Not_Churn",6996.19,13.8813293650794,97.1693055555556,416.439880952381,5066.68521825397,259.118148148148,27,20,5,22,0.0535714285714286,0.375,1.60714285714286,19.5535714285714,6994.4,2000,259.051851851852,195,0
"4475","1","M","1","1","NO","No","Churn",28,0.823529411764706,5.76470588235294,24.7058823529412,300.588235294118,7,4,4,2,2,0.117647058823529,0.823529411764706,3.52941176470588,42.9411764705882,28,20,7,727,0
"4476","1","M","1","1","NO","No","Churn",40,20,140,600,7300,13.3333333333333,3,3,0,3,1.5,10.5,45,547.5,40,20,13.3333333333333,756,0
"4477","1","M","1","1","NO","No","Churn",760,95,665,2850,34675,152,5,4,3,2,0.625,4.375,18.75,228.125,760,410,152,753,0
"4478","1","M","1","1","NO","No","Churn",700,175,1225,5250,63875,350,2,1,1,1,0.5,3.5,15,182.5,700,700,350,574,0
"4479","2","M","2","0","NO","No","Churn",59139.73,238.466653225806,1669.26657258065,7153.99959677419,87040.3284274194,2688.16954545455,22,11,1,21,0.0887096774193548,0.620967741935484,2.66129032258065,32.3790322580645,59138.96,10000,2688.13454545455,495,0
"4480","1","M","1","1","NO","No","Churn",100,6.25,43.75,187.5,2281.25,50,2,1,1,1,0.125,0.875,3.75,45.625,100,100,50,745,0
"4481","3","M","3","0","NO","No","Churn",7523.84,22.7995151515152,159.596606060606,683.985454545455,8321.82303030303,109.04115942029,69,50,22,47,0.209090909090909,1.46363636363636,6.27272727272727,76.3181818181818,7522.57,1500,109.022753623188,431,0.39
"4482","4","M","4","1","Yes","Yes","Not_Churn",292447.66,579.104277227723,4053.72994059406,17373.1283168317,211373.061188119,1294.01619469027,226,179,50,176,0.447524752475248,3.13267326732673,13.4257425742574,163.346534653465,297261.82,5600,1315.31778761062,256,0
"4483","2","M","2","1","Yes","Yes","Not_Churn",633606.4,871.535625859697,6100.74938101788,26146.0687757909,318110.50343879,3200.03232323232,198,163,23,175,0.272352132049519,1.90646492434663,8.17056396148556,99.4085281980743,642406.4,12096,3244.47676767677,14,0
"4484","3","M","3","1","Yes","Yes","Churn",19616,891.636363636364,6241.45454545455,26749.0909090909,325447.272727273,980.8,20,19,3,17,0.909090909090909,6.36363636363636,27.2727272727273,331.818181818182,24843.95,4984.8,1242.1975,427,0
"4485","2","M","2","1","Yes","Yes","Not_Churn",4628,8.86590038314176,62.0613026819923,265.977011494253,3236.05363984674,272.235294117647,17,16,9,8,0.0325670498084291,0.227969348659004,0.977011494252874,11.8869731800766,5810.5,1120,341.794117647059,58,0
"4486","1","M","1","1","NO","No","Churn",303,9.18181818181818,64.2727272727273,275.454545454545,3351.36363636364,60.6,5,5,3,2,0.151515151515152,1.06060606060606,4.54545454545454,55.3030303030303,300,150,60,728,0
"4487","2","M","2","1","Yes","Yes","Churn",16260,198.292682926829,1388.04878048781,5948.78048780488,72376.8292682927,650.4,25,25,0,25,0.304878048780488,2.13414634146341,9.14634146341463,111.280487804878,18668,2240,746.72,660,0
"4488","1","M","1","1","NO","No","Not_Churn",850.18,1.51277580071174,10.5894306049822,45.3832740213523,552.163167259787,38.6445454545455,22,15,18,4,0.0391459074733096,0.274021352313167,1.17437722419929,14.288256227758,800,700,36.3636363636364,0,0
"4489","2","F","2","1","Yes","Yes","Not_Churn",50964.02,89.0979370629371,623.685559440559,2672.93811188811,32520.747027972,428.269075630252,119,79,40,79,0.208041958041958,1.45629370629371,6.24125874125874,75.9353146853147,50914,1204,427.848739495798,0,0
"4490","2","F","2","1","NO","No","Not_Churn",10.66,0.016006006006006,0.112042042042042,0.48018018018018,5.84219219219219,0.4264,25,19,22,3,0.0375375375375375,0.262762762762763,1.12612612612613,13.7012012012012,5,5,0.2,0,5.66
"4491","2","M","2","1","NO","No","Churn",650,325,2275,9750,118625,59.0909090909091,11,1,0,11,5.5,38.5,165,2007.5,650,200,59.0909090909091,449,0
"4492","2","M","2","1","NO","No","Churn",21.12,0.195555555555556,1.36888888888889,5.86666666666667,71.3777777777778,1.76,12,6,7,5,0.111111111111111,0.777777777777778,3.33333333333333,40.5555555555556,21.03,7,1.7525,653,0.09
"4493","1","M","1","1","NO","No","Churn",950,950,6650,28500,346750,475,2,0,0,2,2,14,60,730,950,950,475,759,0
"4494","2","M","2","1","NO","No","Churn",30,30,210,900,10950,5,6,0,0,6,6,42,180,2190,30,10,5,759,0
"4495","2","M","2","1","NO","No","Not_Churn",107.86,0.141921052631579,0.993447368421053,4.25763157894737,51.8011842105263,2.03509433962264,53,34,50,3,0.0697368421052632,0.488157894736842,2.09210526315789,25.4539473684211,51.23,50,0.966603773584906,0,56.63
"4496","1","M","1","1","NO","No","Not_Churn",6,0.0512820512820513,0.358974358974359,1.53846153846154,18.7179487179487,3,2,1,1,1,0.0170940170940171,0.11965811965812,0.512820512820513,6.23931623931624,6,6,3,334,0
"4497","1","M","1","1","NO","No","Churn",242,7.5625,52.9375,226.875,2760.3125,34.5714285714286,7,2,0,7,0.21875,1.53125,6.5625,79.84375,242,140,34.5714285714286,532,0
"4498","1","M","1","1","NO","No","Churn",8,1,7,30,365,4,2,0,0,2,0.25,1.75,7.5,91.25,8,8,4,752,0
"4499","2","M","2","1","NO","No","Churn",2907,363.375,2543.625,10901.25,132631.875,323,9,9,0,9,1.125,7.875,33.75,410.625,2907,969,323,658,0
"4500","1","M","1","1","NO","No","Not_Churn",100,100,100,100,100,50,2,2,0,2,2,2,2,2,100,100,50,196,0
"4501","1","M","1","1","NO","No","Churn",20,20,20,20,20,20,1,1,1,0,1,1,1,1,0,0,0,555,0
"4502","3","M","3","0","NO","No","Not_Churn",47432.36,66.6184831460674,466.329382022472,1998.55449438202,24315.7463483146,118.285187032419,401,270,77,324,0.563202247191011,3.94241573033708,16.8960674157303,205.568820224719,47432.35,1200,118.285162094763,42,0
"4503","1","M","1","1","NO","No","Not_Churn",35287.04,61.3687652173913,429.581356521739,1841.06295652174,22399.5993043478,1037.85411764706,34,22,12,22,0.0591304347826087,0.413913043478261,1.77391304347826,21.5826086956522,35287,10000,1037.85294117647,184,0
"4504","2","F","2","1","NO","No","Not_Churn",31979.53,42.133768115942,294.936376811594,1264.01304347826,15378.8253623188,217.547823129252,147,109,106,41,0.193675889328063,1.35573122529644,5.8102766798419,70.6916996047431,18793.95,4700,127.85,0,0.56
"4505","2","M","2","1","NO","No","Churn",39,13,91,390,4745,6.5,6,3,0,6,2,14,60,730,39,13,6.5,556,0
"4506","3","M","3","0","NO","No","Not_Churn",5429.61,7.22022606382979,50.5415824468085,216.606781914894,2635.38251329787,76.4733802816901,71,49,48,23,0.0944148936170213,0.660904255319149,2.83244680851064,34.4614361702128,4704.49,700,66.2604225352113,0,0
"4507","2","M","2","1","No","Yes","Churn",2352,81.1034482758621,567.724137931034,2433.10344827586,29602.7586206897,294,8,3,0,8,0.275862068965517,1.93103448275862,8.27586206896552,100.689655172414,2352,784,294,730,0
"4508","1","M","1","1","NO","No","Churn",56,0.186666666666667,1.30666666666667,5.6,68.1333333333333,14,4,3,1,3,0.0133333333333333,0.0933333333333333,0.4,4.86666666666667,56,50,14,457,0
"4509","2","M","2","0","NO","No","Churn",10557.63,37.4384042553191,262.068829787234,1123.15212765957,13665.0175531915,277.832368421053,38,29,7,31,0.134751773049645,0.943262411347518,4.04255319148936,49.1843971631206,10556.73,2618.9,277.808684210526,477,0
"4510","2","M","2","1","Yes","Yes","Churn",1120,36.1290322580645,252.903225806452,1083.87096774194,13187.0967741935,186.666666666667,6,6,6,0,0.193548387096774,1.35483870967742,5.80645161290323,70.6451612903226,2324,1120,387.333333333333,429,0
"4511","1","M","1","1","NO","No","Churn",873,10.7777777777778,75.4444444444444,323.333333333333,3933.88888888889,124.714285714286,7,6,1,6,0.0864197530864197,0.604938271604938,2.59259259259259,31.5432098765432,873,800,124.714285714286,519,0
"4512","1","M","1","1","NO","No","Not_Churn",3,0.00635593220338983,0.0444915254237288,0.190677966101695,2.31991525423729,0.75,4,4,2,2,0.00847457627118644,0.0593220338983051,0.254237288135593,3.09322033898305,3,2,0.75,278,0
"4513","1","M","1","1","NO","No","Churn",200,14.2857142857143,100,428.571428571429,5214.28571428571,100,2,2,0,2,0.142857142857143,1,4.28571428571429,52.1428571428571,200,200,100,391,0
"4514","1","M","1","1","NO","No","Churn",400,400,2800,12000,146000,200,2,0,1,1,2,14,60,730,400,400,200,486,0
"4515","1","M","1","1","NO","No","Churn",3,3,3,3,3,3,1,1,0,1,1,1,1,1,0,0,0,539,0
"4516","2","F","2","1","Yes","Yes","Churn",170133,1119.29605263158,7835.07236842105,33578.8815789474,408543.059210526,3150.61111111111,54,51,0,54,0.355263157894737,2.48684210526316,10.6578947368421,129.671052631579,182232.34,12100.2,3374.67296296296,604,0
"4517","1","M","1","1","NO","No","Churn",2100,2100,2100,2100,2100,1050,2,0,0,2,2,2,2,2,2100,2100,1050,753,0
"4518","2","M","2","1","NO","No","Not_Churn",40.74,0.0544652406417112,0.381256684491979,1.63395721925134,19.8798128342246,1.273125,32,24,25,7,0.0427807486631016,0.299465240641711,1.28342245989305,15.6149732620321,35,15,1.09375,0,5.74
"4519","2","M","2","1","NO","No","Not_Churn",540.89,33.805625,236.639375,1014.16875,12339.053125,108.178,5,5,2,3,0.3125,2.1875,9.375,114.0625,270.13,270,54.026,0,270.76
